id,year,loan_limit,gender,approved_in_advance,loan_type,loan_purpose,credit_worthiness,open_credit,loan_category,loan_amount,rate_of_interest,interest_rate_spread,upfront_charges,loan_term,negative_amortization,interest_only,lump_sum_payment,property_value,construction_type,occupancy_type,secured_by,total_units,annual_income,credit_type,credit_score,co_applicant_credit_type,age_group,submission_type,loan_to_value_ratio,region,security_type,is_loan_default,debt_to_income_ratio,ltv_band
33913,2019,Conforming,Male,Pre-Approved,type1,p4,High Risk,No,Personal,376500,3.25,-0.3453,7303.65,360,No,No,No,548000,Site Build,Permanent Residency,Home,1,16080,EXP,633,EXP,<25,Direct,0.6870,North,Direct,0,24,60-80%
33914,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,116500,4.5,1.1044,2610,180,No,No,No,148000,Site Build,Permanent Residency,Home,1,8220,CIB,535,EXP,>74,Through Institution,0.7872,North,Direct,0,37,60-80%
33915,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,466500,3.75,0.2916,795,360,No,No,No,548000,Site Build,Secondary Residency,Home,1,18660,CIB,889,EXP,55-64,Through Institution,0.8513,North,Direct,0,40,>80%
33916,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,186500,4.75,0.7043,187.2,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,2700,EXP,691,CIB,35-44,Direct,0.6055,South,Direct,0,43,60-80%
33917,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,216500,3.875,0.2873,0,180,No,No,No,348000,Site Build,Permanent Residency,Home,1,8520,EXP,882,EXP,55-64,Through Institution,0.6221,South,Direct,0,47,60-80%
33918,2019,Conforming,Joint,Not Pre-Approved,type3,p3,High Risk,No,Personal,266500,3.5,-0.169,2627.1,360,No,No,No,358000,Site Build,Permanent Residency,Home,1,3660,EXP,519,EXP,65-74,Through Institution,0.7444,Central,Direct,1,55,60-80%
33919,2019,Conforming,Joint,Pre-Approved,type1,p3,High Risk,No,Personal,456500,3.625,0.6051,2463.62,240,No,No,No,788000,Site Build,Permanent Residency,Home,1,5820,CRIF,891,EXP,55-64,Through Institution,0.5793,North-East,Direct,0,49,<60%
33920,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,386500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,6600,EQUI,697,EXP,25-34,Direct,0.9246,South,Direct,1,41,>80%
33921,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,106500,3.99,0.3528,2627.1,180,Yes,No,No,138000,Site Build,Investment,Home,1,3240,CRIF,846,EXP,55-64,Through Institution,0.7717,North,Direct,1,61,60-80%
33922,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,536500,3.875,0.2354,1406.64,360,No,No,No,608000,Site Build,Permanent Residency,Home,1,5760,EXP,785,CIB,35-44,Direct,0.8824,North,Direct,0,46,>80%
33923,2019,Conforming,Male,Not Pre-Approved,type2,p3,High Risk,No,Business,476500,4.125,1.0196,1682.17,360,No,No,No,588000,Site Build,Permanent Residency,Home,1,9060,CRIF,837,EXP,35-44,Through Institution,0.8104,Central,Direct,0,31,>80%
33924,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,446500,3.5,0.0047,5500,360,No,No,No,758000,Site Build,Permanent Residency,Home,1,12180,CIB,536,EXP,35-44,Direct,0.5891,Central,Direct,0,37,<60%
33925,2019,Conforming,Male,Pre-Approved,type1,p3,High Risk,No,Personal,206500,4.125,0.6767,3812.5,360,No,No,No,438000,Site Build,Permanent Residency,Home,1,5520,CRIF,836,CIB,65-74,Through Institution,0.4715,North,Direct,0,26,<60%
33926,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,556500,4.75,0.5877,12909.25,360,No,No,No,1008000,Site Build,Permanent Residency,Home,1,7140,EXP,677,EXP,65-74,Through Institution,0.5521,Central,Direct,0,39,<60%
33927,2019,Unknown,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,116500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,2940,EQUI,896,EXP,55-64,Through Institution,0.2787,South,Direct,1,38,<60%
33928,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,146500,3.875,0.2881,2395,360,No,No,No,258000,Site Build,Permanent Residency,Home,1,2220,EXP,751,EXP,>74,Through Institution,0.5678,North,Direct,0,36,<60%
33929,2019,Conforming,Unknown,Not Pre-Approved,type1,p2,High Risk,Yes,Personal,106500,5.99,1.542,2627.1,360,No,Yes,No,578000,Site Build,Permanent Residency,Home,1,3960,CRIF,860,CIB,55-64,Through Institution,0.1843,South,Direct,0,31,<60%
33930,2019,Non-Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,496500,3.99,0.3528,2627.1,360,No,No,No,738000,Site Build,Permanent Residency,Home,2,5400,CRIF,786,CIB,35-44,Direct,0.6728,North,Direct,1,57,60-80%
33931,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,516500,3.75,-0.108,0,360,No,No,No,868000,Site Build,Permanent Residency,Home,1,11040,CIB,642,EXP,35-44,Direct,0.5950,South,Direct,0,23,<60%
33932,2019,Conforming,Unknown,Pre-Approved,type1,p1,High Risk,No,Personal,196500,3.875,0.5935,1498.56,360,No,No,No,208000,Site Build,Permanent Residency,Home,1,3000,CRIF,647,CIB,25-34,Through Institution,0.9447,South,Direct,0,48,>80%
33933,2019,Conforming,Unknown,Not Pre-Approved,type2,p1,High Risk,No,Business,126500,3.99,0.9621,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,1560,EQUI,673,EXP,55-64,Direct,0.3026,South,Direct,1,38,<60%
33934,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,306500,3.99,0.3528,2627.1,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,5040,EQUI,857,EXP,35-44,Through Institution,0.7333,South,Direct,1,43,60-80%
33935,2019,Conforming,Unknown,Pre-Approved,type1,p1,High Risk,No,Personal,346500,3.99,0.3528,2627.1,240,No,No,No,428000,Site Build,Permanent Residency,Home,1,6180,CRIF,802,EXP,35-44,Through Institution,0.8096,South,Direct,1,44,>80%
33936,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,476500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,8280,EQUI,621,EXP,25-34,Direct,1.1400,South,Direct,1,41,>80%
33937,2019,Conforming,Unknown,Not Pre-Approved,type3,p3,High Risk,No,Personal,146500,4.5,0.511,2134.65,360,Yes,No,No,168000,Site Build,Permanent Residency,Home,1,2040,EXP,673,EXP,45-54,Through Institution,0.8720,South,Direct,0,37,>80%
33938,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,516500,4.56,0.5456,10393.79,360,No,No,No,878000,Site Build,Investment,Home,1,13380,CIB,775,EXP,45-54,Direct,0.5883,North,Direct,0,45,<60%
33939,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,326500,3.99,0.3528,2627.1,360,No,Yes,No,418000,Site Build,Permanent Residency,Home,1,4980,EQUI,537,EXP,35-44,Through Institution,0.7811,South,Direct,1,43,60-80%
33940,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,106500,3.99,0.3528,2627.1,360,No,No,No,158000,Site Build,Permanent Residency,Home,1,540,CIB,556,CIB,55-64,Through Institution,0.6741,North,Direct,1,29,60-80%
33941,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,386500,3.99,0.3528,2627.1,360,No,Yes,No,558000,Site Build,Permanent Residency,Home,1,2100,EXP,679,CIB,45-54,Through Institution,0.6927,South,Direct,1,49,60-80%
33942,2019,Unknown,Male,Not Pre-Approved,type3,p1,High Risk,No,Personal,396500,3.99,-0.118,0,360,No,No,No,398000,Site Build,Permanent Residency,Home,1,4200,CIB,772,CIB,45-54,Direct,0.9962,North,Direct,0,53,>80%
33943,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,206500,3.99,0.3528,2627.1,360,No,No,No,278000,Site Build,Permanent Residency,Home,1,2280,EXP,883,EXP,65-74,Through Institution,0.7428,Central,Direct,1,41,60-80%
33944,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,526500,3.875,0.2174,698.6,360,No,No,No,588000,Site Build,Permanent Residency,Home,1,6360,CIB,828,EXP,35-44,Direct,0.8954,North,Direct,0,43,>80%
33945,2019,Non-Conforming,Joint,Unknown,type2,p4,High Risk,No,Business,286500,4.125,0.6355,0,360,No,No,No,368000,Site Build,Permanent Residency,Home,1,5760,CRIF,644,EXP,55-64,Through Institution,0.7785,North,Direct,0,43,60-80%
33946,2019,Conforming,Joint,Not Pre-Approved,type3,p4,High Risk,No,Personal,336500,2.75,-0.9515,3657.47,360,No,No,No,378000,Site Build,Permanent Residency,Home,1,5760,EXP,715,EXP,65-74,Through Institution,0.8902,Central,Direct,0,43,>80%
33947,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,136500,3.625,0.9217,3848.04,240,No,No,No,208000,Site Build,Permanent Residency,Home,1,3240,CIB,590,EXP,55-64,Through Institution,0.6563,South,Direct,0,48,60-80%
33948,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,196500,3.99,0.3528,2627.1,180,No,No,No,258000,Site Build,Permanent Residency,Home,1,9000,CRIF,561,CIB,45-54,Through Institution,0.7616,North,Direct,1,53,60-80%
33949,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,206500,3.99,0.4586,3485.68,324,No,No,No,298000,Site Build,Permanent Residency,Home,1,4440,EXP,509,CIB,45-54,Through Institution,0.6930,South,Direct,0,36,60-80%
33950,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,446500,4.99,0.7127,4645,360,Yes,No,No,558000,Site Build,Permanent Residency,Home,1,9180,CIB,828,CIB,35-44,Through Institution,0.8002,North,Direct,0,39,>80%
33951,2019,Conforming,Joint,Not Pre-Approved,type2,p4,High Risk,No,Business,396500,3.99,0.9621,2627.1,360,Yes,No,No,428000,Site Build,Permanent Residency,Home,1,9960,CIB,726,EXP,55-64,Through Institution,0.9264,North,Direct,1,52,>80%
33952,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,246500,3.375,-0.0654,7982.83,360,No,No,No,328000,Site Build,Permanent Residency,Home,1,4800,CIB,828,CIB,55-64,Through Institution,0.7515,South,Direct,0,22,60-80%
33953,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,176500,3.75,0.1689,3725,360,No,No,No,248000,Site Build,Permanent Residency,Home,1,3720,CIB,709,CIB,55-64,Through Institution,0.7117,North,Direct,0,29,60-80%
33954,2019,Conforming,Male,Pre-Approved,type3,p3,High Risk,No,Personal,236500,3.875,0.5461,0,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,2580,CIB,675,CIB,55-64,Through Institution,0.9937,Central,Direct,0,46,>80%
33955,2019,Conforming,Joint,Not Pre-Approved,type3,p3,High Risk,No,Personal,236500,4.625,0.9847,1069.2,360,No,No,No,268000,Site Build,Permanent Residency,Home,1,5520,CIB,521,EXP,45-54,Through Institution,0.8825,North,Direct,0,36,>80%
33956,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,326500,3.99,0.3906,6531.25,360,No,No,No,708000,Site Build,Permanent Residency,Home,1,7140,CIB,880,EXP,>74,Through Institution,0.4612,South,Direct,0,29,<60%
33957,2019,Conforming,Female,Pre-Approved,type1,p1,High Risk,No,Personal,366500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Investment,Home,1,12660,EQUI,809,EXP,35-44,Direct,0.8768,North,Direct,1,34,>80%
33958,2019,Conforming,Joint,Pre-Approved,type1,p3,High Risk,No,Personal,216500,4.25,0.9512,6730,360,No,No,No,278000,Site Build,Permanent Residency,Home,1,6600,EXP,639,EXP,45-54,Through Institution,0.7788,South,Direct,0,41,60-80%
33959,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,166500,4.5,1.0826,2627.1,324,No,No,No,238000,Site Build,Permanent Residency,Home,1,4260,CIB,531,EXP,65-74,Through Institution,0.6996,South,Direct,0,34,60-80%
33960,2019,Conforming,Joint,Not Pre-Approved,type2,p2,High Risk,No,Business,136500,3.99,0.9621,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,3720,EQUI,520,EXP,55-64,Through Institution,0.3266,North,Direct,1,38,<60%
33961,2019,Conforming,Female,Pre-Approved,type1,p3,High Risk,No,Personal,76500,4.56,0.6382,2897.5,360,No,No,No,228000,Site Build,Permanent Residency,Home,1,2520,CRIF,747,EXP,55-64,Through Institution,0.3355,North,Direct,0,21,<60%
33962,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,156500,4.75,0.4555,4158,360,Yes,No,No,208000,Site Build,Permanent Residency,Home,1,2700,EXP,632,CIB,55-64,Through Institution,0.7524,North,Direct,0,40,60-80%
33963,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,316500,3.875,0.3467,8403.45,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,10500,CIB,869,EXP,65-74,Through Institution,0.5994,North,Direct,0,24,<60%
33964,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,326500,3.875,0.1864,577.88,360,No,No,No,478000,Site Build,Permanent Residency,Home,1,3780,CRIF,780,CIB,55-64,Direct,0.6831,North,Direct,0,43,60-80%
33965,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,316500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,2,8760,EQUI,554,EXP,55-64,Direct,0.7572,North,Direct,1,34,60-80%
33966,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,136500,3.99,0.3528,2627.1,360,No,Yes,No,738000,Site Build,Investment,Home,1,8160,CIB,702,CIB,45-54,Direct,0.1850,North,Direct,1,42,<60%
33967,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,596500,4.625,0.0998,451.28,360,Unknown,No,No,748000,Site Build,Permanent Residency,Home,1,13440,CIB,778,EXP,45-54,Direct,0.7975,North,Direct,0,21,60-80%
33968,2019,Conforming,Unknown,Pre-Approved,type1,p4,High Risk,No,Personal,336500,3.5,-0.151,7153.16,360,No,No,No,508000,Site Build,Permanent Residency,Home,1,5880,CRIF,692,CIB,35-44,Through Institution,0.6624,South,Direct,0,45,60-80%
33969,2019,Conforming,Male,Not Pre-Approved,type2,p3,Low Risk,No,Business,56500,3.99,1.0363,2273.63,360,No,No,No,198000,Site Build,Permanent Residency,Home,1,900,CIB,500,CIB,65-74,Through Institution,0.2854,North,Direct,0,41,<60%
33970,2019,Conforming,Joint,Pre-Approved,type1,p4,High Risk,No,Personal,336500,4.5,0.7523,684.15,360,No,No,No,418000,Site Build,Permanent Residency,Home,1,4680,CRIF,880,EXP,55-64,Direct,0.8050,North,Direct,0,41,>80%
33971,2019,Conforming,Male,Pre-Approved,type1,p1,High Risk,No,Personal,416500,4.75,0.6209,1150,360,Yes,No,No,468000,Site Build,Secondary Residency,Home,1,18420,CRIF,821,CIB,35-44,Through Institution,0.8900,South,Direct,0,42,>80%
33972,2019,Conforming,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,606500,3.99,0.3378,6040,360,No,No,No,1278000,Site Build,Permanent Residency,Home,1,8280,CIB,702,CIB,35-44,Direct,0.4746,North,Direct,0,49,<60%
33973,2019,Conforming,Unknown,Pre-Approved,type1,p3,High Risk,No,Personal,256500,3.99,0.3528,2627.1,360,No,No,No,298000,Site Build,Permanent Residency,Home,1,6960,EXP,847,EXP,>74,Through Institution,0.8607,South,Direct,1,42,>80%
33974,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,306500,4.375,0.3918,4419.32,360,No,No,No,458000,Site Build,Investment,Home,1,9060,EXP,576,CIB,55-64,Direct,0.6692,North,Direct,0,31,60-80%
33975,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,176500,4.25,0.6926,5756.88,216,No,No,No,198000,Site Build,Permanent Residency,Home,1,3840,CRIF,891,EXP,>74,Through Institution,0.8914,Central,Direct,0,48,>80%
33976,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,496500,3.875,-0.1313,5151.55,360,No,No,No,568000,Site Build,Permanent Residency,Home,1,8520,EXP,686,EXP,35-44,Direct,0.8741,Central,Direct,0,37,>80%
33977,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,656500,3.875,0.2503,0,360,No,Yes,No,1168000,Site Build,Permanent Residency,Home,1,10740,CRIF,569,EXP,45-54,Through Institution,0.5621,Central,Direct,0,40,<60%
33978,2019,Conforming,Joint,Not Pre-Approved,type1,p3,Low Risk,Yes,Personal,86500,5.74,1.492,2627.1,360,No,Yes,No,318000,Site Build,Permanent Residency,Home,1,6600,EXP,589,EXP,55-64,Through Institution,0.2720,North,Direct,0,40,<60%
33979,2019,Conforming,Joint,Pre-Approved,type1,p1,High Risk,No,Personal,96500,4.75,1.4726,1949.76,360,No,No,No,118000,Site Build,Permanent Residency,Home,1,2820,CIB,612,EXP,65-74,Through Institution,0.8178,North,Direct,0,31,>80%
33980,2019,Non-Conforming,Female,Pre-Approved,type1,p3,High Risk,No,Personal,476500,4.75,0.9216,0,360,No,No,No,598000,Site Build,Permanent Residency,Home,1,5580,CRIF,518,CIB,35-44,Direct,0.7968,North,Direct,0,44,60-80%
33981,2019,Conforming,Joint,Pre-Approved,type2,p1,High Risk,No,Business,356500,3.99,0.7181,5643.98,360,No,No,No,378000,Site Build,Permanent Residency,Home,1,8280,EXP,748,EXP,45-54,Through Institution,0.9431,North,Direct,0,31,>80%
33982,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,96500,4.875,0.6419,1732.94,288,Yes,No,No,158000,Site Build,Permanent Residency,Home,1,3120,CIB,827,CIB,55-64,Through Institution,0.6108,North,Direct,0,29,60-80%
33983,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,236500,3.99,0.7454,5658.08,324,No,No,No,278000,Site Build,Permanent Residency,Home,1,4380,CRIF,743,CIB,35-44,Through Institution,0.8507,South,Direct,0,41,>80%
33984,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,76500,3.99,0.9621,2627.1,360,No,No,No,88000,Site Build,Permanent Residency,Home,1,1920,CIB,635,CIB,25-34,Through Institution,0.8693,South,Direct,1,39,>80%
33985,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,306500,4.75,0.2135,395.8,360,Yes,No,No,428000,Site Build,Investment,Home,1,7980,CIB,576,EXP,55-64,Direct,0.7161,South,Direct,0,44,60-80%
33986,2019,Conforming,Joint,Not Pre-Approved,type2,p3,High Risk,No,Business,156500,4.125,0.7438,2627.1,360,No,No,No,198000,Site Build,Permanent Residency,Home,1,3840,CIB,797,EXP,65-74,Through Institution,0.7904,North,Direct,0,28,60-80%
33987,2019,Unknown,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,126500,3.99,0.3528,2627.1,360,Yes,No,No,418000,Site Build,Permanent Residency,Home,1,5280,EQUI,608,EXP,25-34,Through Institution,0.3026,North,Direct,1,43,<60%
33988,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,616500,3.875,0.4319,12072,360,No,Yes,No,1608000,Site Build,Permanent Residency,Home,1,7980,EXP,528,EXP,45-54,Through Institution,0.3834,South,Direct,0,46,<60%
33989,2019,Conforming,Female,Not Pre-Approved,type1,p4,High Risk,No,Personal,386500,3.99,-0.0212,2627.1,360,No,No,No,528000,Site Build,Permanent Residency,Home,1,5400,CRIF,764,CIB,35-44,Through Institution,0.7320,South,Direct,0,36,60-80%
33990,2019,Conforming,Joint,Not Pre-Approved,type1,p4,High Risk,No,Personal,416500,3.625,0.0978,1074.39,360,No,No,No,488000,Site Build,Permanent Residency,Home,1,6720,EXP,525,EXP,35-44,Direct,0.8535,North,Direct,0,45,>80%
33991,2019,Conforming,Female,Pre-Approved,type1,p1,High Risk,No,Personal,216500,3.875,0.737,2627.1,360,No,No,No,238000,Site Build,Permanent Residency,Home,1,6000,EXP,882,CIB,65-74,Through Institution,0.9097,Central,Direct,0,40,>80%
33992,2019,Conforming,Unknown,Pre-Approved,type2,p1,High Risk,No,Business,276500,3.99,1.1526,3051.86,360,No,No,No,288000,Site Build,Permanent Residency,Home,1,3780,EXP,725,CIB,45-54,Through Institution,0.9601,South,Direct,0,47,>80%
33993,2019,Conforming,Joint,Pre-Approved,type1,p1,High Risk,No,Personal,366500,3.5,-0.3662,561.32,360,No,No,No,618000,Site Build,Secondary Residency,Home,1,16140,CRIF,855,EXP,55-64,Direct,0.5930,North,Direct,0,23,<60%
33994,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,296500,3.99,0.3528,2627.1,360,No,No,No,588000,Site Build,Permanent Residency,Home,1,3900,EXP,662,CIB,55-64,Through Institution,0.5043,North-East,Direct,1,40,<60%
33995,2019,Conforming,Male,Pre-Approved,type1,p1,High Risk,No,Personal,266500,3.99,0.4851,0,360,No,No,No,288000,Site Build,Permanent Residency,Home,1,2700,EXP,566,CIB,25-34,Direct,0.9253,South,Direct,0,49,>80%
33996,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,216500,3.5,0.0249,7961.9,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,2580,CIB,616,EXP,65-74,Through Institution,0.5306,North,Direct,0,30,<60%
33997,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,356500,3.625,-0.1362,803.75,360,Yes,No,No,578000,Site Build,Permanent Residency,Home,1,5400,CRIF,639,EXP,55-64,Direct,0.6168,North,Direct,0,43,60-80%
33998,2019,Conforming,Female,Pre-Approved,type1,p4,High Risk,No,Personal,426500,4.375,-0.0223,0,360,No,No,No,858000,Site Build,Permanent Residency,Home,1,5280,CRIF,644,CIB,65-74,Direct,0.4971,North,Direct,0,49,<60%
33999,2019,Unknown,Male,Not Pre-Approved,type1,p3,High Risk,No,Personal,326500,4.875,0.9582,5650,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,6240,CIB,726,CIB,>74,Through Institution,0.8002,South,Direct,0,27,>80%
34000,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,126500,4.75,1.4373,4107.81,360,No,No,No,168000,Site Build,Investment,Home,1,6000,EXP,866,CIB,55-64,Through Institution,0.7530,South,Direct,0,38,60-80%
34001,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,236500,5.5,1.0319,0,360,No,No,No,308000,Site Build,Investment,Home,1,15600,CIB,707,CIB,55-64,Through Institution,0.7679,South,Direct,0,42,60-80%
34002,2019,Conforming,Male,Not Pre-Approved,type2,p1,High Risk,No,Business,296500,3.99,0.9621,2627.1,360,No,No,No,308000,Site Build,Permanent Residency,Home,1,3360,CIB,607,CIB,35-44,Direct,0.9627,North,Direct,1,52,>80%
34003,2019,Conforming,Female,Pre-Approved,type1,p4,High Risk,No,Personal,336500,4,0.4202,6682.04,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,5940,CIB,676,CIB,55-64,Direct,0.8248,North,Direct,0,36,>80%
34004,2019,Conforming,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,216500,4.75,0.7798,0,360,Yes,No,No,228000,Site Build,Permanent Residency,Home,1,3600,CIB,789,CIB,45-54,Direct,0.9496,North,Direct,0,41,>80%
34005,2019,Conforming,Unknown,Not Pre-Approved,type3,p4,High Risk,No,Personal,666500,3.5,-0.169,2627.1,360,No,Yes,No,418000,Site Build,Permanent Residency,Home,1,0,EQUI,854,EXP,35-44,Through Institution,1.5945,South,Direct,1,38,>80%
34006,2019,Conforming,Male,Not Pre-Approved,type1,p4,High Risk,No,Personal,616500,4,-0.0146,6187.29,360,No,No,No,828000,Site Build,Permanent Residency,Home,1,12240,CIB,523,CIB,45-54,Direct,0.7446,North,Direct,0,30,60-80%
34007,2019,Unknown,Male,Not Pre-Approved,type1,p1,High Risk,No,Personal,396500,4.625,1.0276,5699.38,360,No,No,No,508000,Site Build,Permanent Residency,Home,1,7080,CRIF,803,CIB,35-44,Through Institution,0.7805,North,Direct,0,46,60-80%
34008,2019,Conforming,Unknown,Not Pre-Approved,type1,p3,High Risk,No,Personal,296500,4.5,0.251,6752.5,360,Yes,No,No,498000,Site Build,Permanent Residency,Home,1,4980,CIB,753,CIB,45-54,Through Institution,0.5954,South,Direct,0,34,<60%
34009,2019,Conforming,Male,Not Pre-Approved,type2,p4,High Risk,No,Business,316500,3.5,0.7683,0,360,No,No,No,368000,Site Build,Permanent Residency,Home,1,5760,EXP,649,EXP,35-44,Direct,0.8601,North,Direct,0,43,>80%
34010,2019,Conforming,Unknown,Not Pre-Approved,type1,p4,High Risk,No,Personal,166500,4.375,0.8202,2799,240,No,No,No,228000,Site Build,Permanent Residency,Home,1,3660,EXP,543,CIB,45-54,Through Institution,0.7303,South,Direct,0,48,60-80%
34011,2019,Conforming,Joint,Not Pre-Approved,type1,p3,High Risk,No,Personal,206500,4.56,0.952,5405,360,No,No,No,278000,Site Build,Permanent Residency,Home,1,6240,CIB,814,EXP,45-54,Through Institution,0.7428,South,Direct,0,40,60-80%
34012,2019,Conforming,Unknown,Not Pre-Approved,type1,p1,High Risk,No,Personal,336500,3.99,0.3528,2627.1,360,No,No,No,358000,Site Build,Permanent Residency,Home,1,6180,CIB,666,CIB,45-54,Through Institution,0.9399,South,Direct,1,42,>80%
34013,2019,Conforming,Female,Not Pre-Approved,type2,p3,High Risk,No,Business,116500,4.125,1.4061,1519.72,360,No,No,No,158000,Site Build,Permanent Residency,Home,1,3960,CRIF,725,EXP,>74,Through Institution,0.7373,North,Direct,0,29,60-80%
34014,2019,Conforming,Joint,Pre-Approved,type1,p1,High Risk,No,Personal,286500,4.75,0.352,1926.08,360,No,No,No,478000,Site Build,Investment,Home,1,7020,EXP,756,EXP,65-74,Direct,0.5994,North,Direct,0,45,<60%
34015,2019,Non-Conforming,Joint,Not Pre-Approved,type1,p4,Low Risk,No,Personal,1676500,3.99,0.3528,2627.1,300,Yes,Yes,No,418000,Site Build,Permanent Residency,Home,1,68220,EQUI,888,EXP,55-64,Direct,4.0108,South,Direct,1,34,>80%
34016,2019,Conforming,Female,Not Pre-Approved,type1,p3,High Risk,No,Personal,306500,4.25,0.5347,1045,360,No,No,No,508000,Site Build,Permanent Residency,Home,1,2820,EXP,704,CIB,55-64,Through Institution,0.6033,North,Direct,0,49,60-80%
34017,2019,Conforming,Male,Not Pre-Approved,type3,p4,High Risk,No,Personal,486500,3.5,-0.169,2627.1,360,No,No,No,558000,Site Build,Permanent Residency,Home,1,5760,CRIF,793,CIB,55-64,Direct,0.8719,North,Direct,1,43,>80%
34018,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,306500,4,0.1152,9424,360,No,No,No,408000,Site Build,Permanent Residency,Home,1,3360,CIB,884,EXP,35-44,Direct,0.7512,South,Direct,0,59,60-80%
34019,2019,Conforming,Joint,Not Pre-Approved,type1,p1,High Risk,No,Personal,106500,5.125,0.8011,782,360,Yes,No,No,268000,Site Build,Investment,Home,1,4980,CIB,581,EXP,65-74,Direct,0.3974,North,Direct,0,44,<60%
